﻿"account_number";"account_businessno";"booking_date";"num_transaction_type";"prn";"currency_amount";"contra_accountno";"contra_bankcode";"contra_iban";"contra_bic";"contra_name";"contra_txtschl";"contra_txtschl_erg";"value_date";"transaction_description1";"datatextschl_erg";"transaction_currency_code";"currency_amount_in_txn_ccy";"account_currency_code";"country_code";"transaction_description2";"transaction_description3";"transaction_description4";"transaction_description5";"transaction_description6";"transaction_description7";"datatextschl";"leistungsart";"datenherkunft";"account_type_desc";"party_number";"ultimate_creditor";"ultimate_debitor";"transaction_reference_number";"empfaengername";"account_registration_name";"purpose_code_cat";"purpose_code"
"98017";"78212910246";"2021-01-18";"51";12345678;-21599.65;"9555310057";"10050000";"DE89100500009555310057";"NNAQDE9N";"Roselinde Rohleder-Rosenow";" ";" ";"2021-01-18";"Nostr";732;"EUR";-21599.65;"EUR";"US";"trum ";"liqui";" cumq";"e acc";"samus";"assum";"63";78565270004;"OS";"4";6666779488;"Roselinde Rohleder-Rosenow";"Roselinde Rohleder-Rosenow";" ";"Roselinde Rohleder-Rosenow";" ";" ";" "
"98017";"78212910246";"2021-01-19";"61";12345678;-5036.69;"0414032741";"20762444";"DE97207624440414032741";"VNXSDEF9";"Dipl.-Ing. Carola Rädel B.Eng.";" ";" ";"2021-01-19";"Quis ";281;"EUR";-5036.69;"EUR";"US";"s ver";"tatis";"sed n";"si ve";"iam. ";"ulla ";"19";37675369293;"KA";"Z";6666779488;"Dipl.-Ing. Carola Rädel B.Eng.";"Dipl.-Ing. Carola Rädel B.Eng.";" ";"Dipl.-Ing. Carola Rädel B.Eng.";" ";" ";" "
"98017";"78212910246";"2021-01-20";"1";12345678;4716.99;"4363230754";"88169064";"DE68881690644363230754";"MQJPDEFK1Z6";"Bekir van der Dussen";" ";" ";"2021-01-20";"Moles";901;"JPY";4716.99;"JPY";"US";"estia";" labo";"e inc";"dunt ";"xerci";"ation";"65";69168890278;"OS";"9";6666779488;"Bekir van der Dussen";"Bekir van der Dussen";" ";"Bekir van der Dussen";" ";" ";" "
"98017";"78212910246";"2021-01-21";"52";12345678;2428.2;"4073914483";"84663467";"DE71846634674073914483";"AFMMDE0L";"Luitgard Austermühle";" ";" ";"2021-01-21";"Corru";961;"JPY";2428.2;"JPY";"US";"rupti";"aliqu";"m und";" volu";"tatem";"beata";"73";76972591100;"KA";"P";6666779488;"Luitgard Austermühle";"Luitgard Austermühle";" ";"Luitgard Austermühle";" ";" ";" "
"98017";"78212910246";"2021-01-22";"19";12345678;-21283.86;"9555310057";"10050000";"DE89100500009555310057";"NSDKDEA5PD0";"Ursula Vogt";" ";" ";"2021-01-22";"Minus";632;"EUR";-21283.86;"EUR";"US";"us ar";"hitec";"o tot";"m rem";"conse";"uuntu";"41";93806625610;"OS";"0";6666779488;"Ursula Vogt";"Ursula Vogt";" ";"Ursula Vogt";" ";" ";" "
"28238";"83250086801";"2021-01-18";"50";12345678;-3882.89;"4759841524";"10332356";"DE32103323564759841524";"DBZZDE5GQMF";"Stilla Finke";" ";" ";"2021-01-18";"Illo ";607;"EUR";-3882.89;"EUR";"BD";"o ill";"m cul";"a sap";"ente ";"emo e";"plica";"35";75174483550;"OS";"3";6671236134;"Stilla Finke";"Stilla Finke";" ";"Stilla Finke";" ";" ";" "
"28238";"83250086801";"2021-01-18";"52";12345678;-1386.79;"3529977153";"65545243";"DE65655452433529977153";"BCIIDEAU04E";"Saban Sorgatz";" ";" ";"2021-01-18";"Esse ";413;"USD";-1386.79;"USD";"US";"e asp";"riore";" expe";"ita l";"bore.";"Facer";"14";45379370991;"OS";"6";6671236134;"Saban Sorgatz";"Saban Sorgatz";" ";"Saban Sorgatz";" ";" ";" "
"28238";"83250086801";"2021-01-18";"1";12345678;4371.89;"5471981175";"99470147";"DE83994701475471981175";"HDLHDEQVA02";"Dr. Nicolaus Häring B.A.";" ";" ";"2021-01-18";"Nulla";996;"EUR";4371.89;"EUR";"US";"la ve";"it ac";"usant";"um qu";"m ips";"m seq";"33";60635235168;"OS";"0";6671236134;"Dr. Nicolaus Häring B.A.";"Dr. Nicolaus Häring B.A.";" ";"Dr. Nicolaus Häring B.A.";" ";" ";" "
"28238";"83250086801";"2021-01-19";"53";12345678;10379.15;"9555310057";"10050000";"DE89100500009555310057";"BARQDEAC";"Ronald Süßebier";" ";" ";"2021-01-19";"Imped";504;"EUR";10379.15;"EUR";"US";"edit ";"erspi";"iatis";"fugit";"totam";"perfe";"81";97451946060;"OS";"1";6671236134;"Ronald Süßebier";"Ronald Süßebier";" ";"Ronald Süßebier";" ";" ";" "
"28238";"83250086801";"2021-01-19";"52";12345678;12253.0;"3778002567";"48647340";"DE33486473403778002567";"JKQUDEJD83U";"Edelbert Krein-Cichorius";" ";" ";"2021-01-19";"Quia ";603;"GBP";12253.0;"GBP";"BR";"a mol";"itia ";"nde d";"lorum";"molli";"ia do";"2";49894010065;"OS";"3";6671236134;"Edelbert Krein-Cichorius";"Edelbert Krein-Cichorius";" ";"Edelbert Krein-Cichorius";" ";" ";" "
"28238";"83250086801";"2021-01-19";"61";12345678;-18061.64;"0955599127";"59898443";"DE05598984430955599127";"CLVVDE4J";"Prof. Ada Henschel MBA.";" ";" ";"2021-01-19";"Ab la";397;"EUR";-18061.64;"EUR";"US";"labor";"m err";"r ull";"m. Ve";"it co";"modi ";"74";17661388342;"US";"1";6671236134;"Prof. Ada Henschel MBA.";"Prof. Ada Henschel MBA.";" ";"Prof. Ada Henschel MBA.";" ";" ";" "
"28238";"83250086801";"2021-01-20";"52";12345678;1304.44;"4086969043";"91932787";"DE72919327874086969043";"XMQEDEVS";"Theres Stahr";" ";" ";"2021-01-20";"Sequi";503;"EUR";1304.44;"EUR";"US";"ui qu";"s a p";"ssimu";" et n";"m. Ma";"ime m";"91";17515638046;"US";"0";6671236134;"Theres Stahr";"Theres Stahr";" ";"Theres Stahr";" ";" ";" "
"28238";"83250086801";"2021-01-20";"3";12345678;-12670.19;"7886044986";"48184171";"DE61481841717886044986";"EMJDDEXP";"Herr Aleksej Fechner";" ";" ";"2021-01-20";"Offic";780;"EUR";-12670.19;"EUR";"US";"icia ";"oluta";"et it";"que. ";"ariat";"r rat";"40";48737785053;"OS";"6";6671236134;"Herr Aleksej Fechner";"Herr Aleksej Fechner";" ";"Herr Aleksej Fechner";" ";" ";" "
"28238";"83250086801";"2021-01-20";"5";12345678;2163.63;"4742388659";"02614391";"DE55026143914742388659";"DXOYDEJ5";"Ing. Petros Hermann B.Eng.";" ";" ";"2021-01-20";"Cum m";290;"GBP";2163.63;"GBP";"US";" magn";" accu";"amus ";"psa n";"sciun";". Fug";"16";11538337245;"KA";"P";6671236134;"Ing. Petros Hermann B.Eng.";"Ing. Petros Hermann B.Eng.";" ";"Ing. Petros Hermann B.Eng.";" ";" ";" "
"28238";"83250086801";"2021-01-21";"4";12345678;2076.32;"7337703513";"92302655";"DE88923026557337703513";"NPEMDED1";"Susanne Bohlander MBA.";" ";" ";"2021-01-21";"Quos ";830;"EUR";2076.32;"EUR";"US";"s bea";"ae po";"ro vo";"uptat";"m. Od";"t por";"30";11299239112;"OS";"1";6671236134;"Susanne Bohlander MBA.";"Susanne Bohlander MBA.";" ";"Susanne Bohlander MBA.";" ";" ";" "
"28238";"83250086801";"2021-01-21";"65";12345678;4602.22;"2953092317";"63876861";"DE61638768612953092317";"OSAPDEQ5";"Zenta Eberhardt";" ";" ";"2021-01-21";"Dolor";698;"EUR";4602.22;"EUR";"YE";"or im";"edit ";"esciu";"t.";"";"";"3";33405194603;"KA";"Z";6671236134;"Zenta Eberhardt";"Zenta Eberhardt";" ";"Zenta Eberhardt";" ";" ";" "
"28238";"83250086801";"2021-01-21";"32";12345678;6567.74;"9555310057";"10050000";"DE89100500009555310057";"CWHQDEPM67Y";"Rosl Bohlander B.Sc.";" ";" ";"2021-01-21";"Delen";147;"EUR";6567.74;"EUR";"US";"eniti";"esse ";"orro ";"uasi ";"ostru";". Eni";"6";70432342821;"OS";"0";6671236134;"Rosl Bohlander B.Sc.";"Rosl Bohlander B.Sc.";" ";"Rosl Bohlander B.Sc.";" ";" ";" "
"28238";"83250086801";"2021-01-22";"4";12345678;4679.18;"9555310057";"10050000";"DE89100500009555310057";"YHDJDENR";"Jana Lorch MBA.";" ";" ";"2021-01-22";"Id qu";846;"EUR";4679.18;"EUR";"US";"quam ";"upidi";"ate v";"lupta";"e sae";"e per";"13";85418020562;"KA";"P";6671236134;"Jana Lorch MBA.";"Jana Lorch MBA.";" ";"Jana Lorch MBA.";" ";" ";" "
"28238";"83250086801";"2021-01-22";"53";12345678;-15399.53;"4584382792";"85699095";"DE97856990954584382792";"BQKQDEOW";"Sophie Gotthard";" ";" ";"2021-01-22";"Tempo";948;"EUR";-15399.53;"EUR";"VA";"porib";"s eiu";" unde";"maxim";".";"";"35";66585551393;"OS";"3";6671236134;"Sophie Gotthard";"Sophie Gotthard";" ";"Sophie Gotthard";" ";" ";" "
"28238";"83250086801";"2021-01-22";"5";12345678;-5854.16;"3905275553";"26599695";"DE25265996953905275553";"XKPPDEWO";"Herr Zlatko Radisch B.A.";" ";" ";"2021-01-22";"Archi";734;"EUR";-5854.16;"EUR";"US";"hitec";"o vol";"ptate";"nostr";"m qui";"em op";"22";81530034181;"KA";"G";6671236134;"Herr Zlatko Radisch B.A.";"Herr Zlatko Radisch B.A.";" ";"Herr Zlatko Radisch B.A.";" ";" ";" "
"30375";"57048689223";"2021-01-18";"62";12345678;19329.31;"9555310057";"10050000";"DE89100500009555310057";"IRNUDE5N";"Philomena Schacht";" ";" ";"2021-01-18";"Volup";149;"EUR";19329.31;"EUR";"US";"uptat";" nequ";" mole";"tias ";"apien";"e qui";"74";34072691079;"KA";"Z";8555273106;"Philomena Schacht";"Philomena Schacht";" ";"Philomena Schacht";" ";" ";" "
"30375";"57048689223";"2021-01-19";"50";12345678;18074.61;"3142127105";"53018011";"DE19530180113142127105";"UMUKDEGBYXJ";"Univ.Prof. Ayse Pechel";" ";" ";"2021-01-19";"Eum o";496;"EUR";18074.61;"EUR";"US";" offi";"ia ex";"iste ";"esciu";"t. Co";"sequa";"66";25213944773;"KA";"P";8555273106;"Univ.Prof. Ayse Pechel";"Univ.Prof. Ayse Pechel";" ";"Univ.Prof. Ayse Pechel";" ";" ";" "
"30375";"57048689223";"2021-01-20";"6";12345678;-1124.69;"9555310057";"10050000";"DE89100500009555310057";"QKCXDEHKX27";"Othmar Römer-Sontag";" ";" ";"2021-01-20";"Itaqu";91;"EUR";-1124.69;"EUR";"US";"que v";"ritat";"s acc";"santi";"m nat";"s bea";"59";81846693313;"OS";"2";8555273106;"Othmar Römer-Sontag";"Othmar Römer-Sontag";" ";"Othmar Römer-Sontag";" ";" ";" "
"30375";"57048689223";"2021-01-21";"1";12345678;12239.38;"7405614072";"84944830";"DE48849448307405614072";"TRLUDEB2";"Hertha Bonbach";" ";" ";"2021-01-21";"Dolor";238;"EUR";12239.38;"EUR";"US";"oribu";" nece";"sitat";"bus q";"ae ap";"riam ";"56";74779729421;"OS";"0";8555273106;"Hertha Bonbach";"Hertha Bonbach";" ";"Hertha Bonbach";" ";" ";" "
"30375";"57048689223";"2021-01-22";"62";12345678;-4607.63;"9555310057";"10050000";"DE89100500009555310057";"OEEXDEME";"Herr Pero Margraf";" ";" ";"2021-01-22";"Enim ";344;"EUR";-4607.63;"EUR";"US";"m ut ";"dio d";"lore ";"t. Si";"iliqu";" cons";"45";70271948614;"OS";"3";8555273106;"Herr Pero Margraf";"Herr Pero Margraf";" ";"Herr Pero Margraf";" ";" ";" "
"42727";"14163444967";"2021-01-18";"62";12345678;450.03;"6707413821";"17663227";"DE19176632276707413821";"EJCEDEYC";"Herr Sigmar Zahn MBA.";" ";" ";"2021-01-18";"Ex qu";390;"EUR";450.03;"EUR";"US";"quide";" repe";"lendu";" non ";"d. Ex";"edita";"3";24850308372;"KA";"G";8555273106;"Herr Sigmar Zahn MBA.";"Herr Sigmar Zahn MBA.";" ";"Herr Sigmar Zahn MBA.";" ";" ";" "
"42727";"14163444967";"2021-01-18";"2";12345678;-4810.41;"5658200851";"82071602";"DE52820716025658200851";"BYRMDES32WD";"Dana Hentschel MBA.";" ";" ";"2021-01-18";"Beata";500;"EUR";-4810.41;"EUR";"US";"tae v";"lupta";"em de";"eniti";"numqu";"m ab ";"31";96028403637;"OS";"1";8555273106;"Dana Hentschel MBA.";"Dana Hentschel MBA.";" ";"Dana Hentschel MBA.";" ";" ";" "
"42727";"14163444967";"2021-01-19";"51";12345678;7415.78;"3865293388";"81173136";"DE27811731363865293388";"FPBPDEBP";"Therese Fiebig";" ";" ";"2021-01-19";"Eum e";117;"EUR";7415.78;"EUR";"US";" eius";"cupid";"tate ";"rror ";"llo p";"rro i";"94";58247748648;"OS";"3";8555273106;"Therese Fiebig";"Therese Fiebig";" ";"Therese Fiebig";" ";" ";" "
"42727";"14163444967";"2021-01-19";"1";12345678;-9860.72;"4891050890";"69037296";"DE50690372964891050890";"FRPZDE2L";"Dipl.-Ing. Hella Pechel";" ";" ";"2021-01-19";"Nisi ";935;"EUR";-9860.72;"EUR";"US";"i duc";"mus o";"io di";"ta ea";" Eius";"dicta";"62";42508560916;"KA";"G";8555273106;"Dipl.-Ing. Hella Pechel";"Dipl.-Ing. Hella Pechel";" ";"Dipl.-Ing. Hella Pechel";" ";" ";" "
"42727";"14163444967";"2021-01-20";"19";12345678;26058.06;"9555310057";"10050000";"DE89100500009555310057";"QTSZDE81S6K";"Univ.Prof. Joachim Fiebig";" ";" ";"2021-01-20";"Esse ";371;"EUR";26058.06;"EUR";"US";"e con";"equun";"ur to";"am qu";"dem n";"si. T";"34";44106086742;"OS";"6";8555273106;"Univ.Prof. Joachim Fiebig";"Univ.Prof. Joachim Fiebig";" ";"Univ.Prof. Joachim Fiebig";" ";" ";" "
"42727";"14163444967";"2021-01-20";"1";12345678;-12016.51;"3089865165";"77396005";"DE52773960053089865165";"PMVPDE6QKUZ";"Tamara Hölzenbecher-Gotthard";" ";" ";"2021-01-20";"Esse ";873;"EUR";-12016.51;"EUR";"US";"e fug";"t dol";"re cu";". Rat";"one e";"rum d";"84";64534336141;"KA";"P";8555273106;"Tamara Hölzenbecher-Gotthard";"Tamara Hölzenbecher-Gotthard";" ";"Tamara Hölzenbecher-Gotthard";" ";" ";" "
"42727";"14163444967";"2021-01-21";"4";12345678;472.35;"2581388101";"41377525";"DE62413775252581388101";"ZJQFDE3E";"Siegmar Lehmann";" ";" ";"2021-01-21";"Odio ";114;"EUR";472.35;"EUR";"US";"o ad ";"ccusa";"us ex";"eptur";". Ali";"uam c";"28";33207296995;"OS";"1";8555273106;"Siegmar Lehmann";"Siegmar Lehmann";" ";"Siegmar Lehmann";" ";" ";" "
"42727";"14163444967";"2021-01-21";"19";12345678;-9461.41;"6690362253";"64569015";"DE78645690156690362253";"UESUDEXV565";"Willibert Schweitzer-Ziegert";" ";" ";"2021-01-21";"Volup";413;"EUR";-9461.41;"EUR";"US";"uptat";"m id ";"olupt";"tem. ";"olupt";"s vit";"93";55222462952;"US";"1";8555273106;"Willibert Schweitzer-Ziegert";"Willibert Schweitzer-Ziegert";" ";"Willibert Schweitzer-Ziegert";" ";" ";" "
"42727";"14163444967";"2021-01-22";"50";12345678;-11288.78;"9884469646";"07224488";"DE33072244889884469646";"LTPVDEEBCFS";"Gundolf Scheuermann";" ";" ";"2021-01-22";"Nostr";26;"EUR";-11288.78;"EUR";"US";"trum ";"onseq";"untur";"animi";"eius.";"Aperi";"2";46431107180;"OS";"0";8555273106;"Gundolf Scheuermann";"Gundolf Scheuermann";" ";"Gundolf Scheuermann";" ";" ";" "
"42727";"14163444967";"2021-01-22";"5";12345678;9043.63;"1583662424";"54695330";"DE66546953301583662424";"MOWKDE4N";"Luka Pohl";" ";" ";"2021-01-22";"Minus";757;"EUR";9043.63;"EUR";"US";"us si";" reic";"endis";"ex. I";"lo fu";"a dol";"87";35147280608;"KA";"P";8555273106;"Luka Pohl";"Luka Pohl";" ";"Luka Pohl";" ";" ";" "
"68199";"05321771536";"2021-01-18";"32";12345678;-4306.02;"3502383480";"83858157";"DE24838581573502383480";"BSNDDE619ZS";"Wulf Geisler";" ";" ";"2021-01-18";"Magna";162;"EUR";-4306.02;"EUR";"US";"nam e";" sed.";"Saepe";"sint ";"elit ";"ius a";"77";45315291772;"KA";"G";878716970;"Wulf Geisler";"Wulf Geisler";" ";"Wulf Geisler";" ";" ";" "
"68199";"05321771536";"2021-01-19";"62";12345678;-4063.71;"6383442923";"85687360";"DE88856873606383442923";"TRCWDENVSOL";"Ing. Branka Trüb MBA.";" ";" ";"2021-01-19";"Iste ";144;"EUR";-4063.71;"EUR";"US";"e lab";"re qu";"s ex ";"dipis";"i nul";"a. Bl";"92";48669120837;"KA";"Z";878716970;"Ing. Branka Trüb MBA.";"Ing. Branka Trüb MBA.";" ";"Ing. Branka Trüb MBA.";" ";" ";" "
"68199";"05321771536";"2021-01-20";"3";12345678;15209.14;"9485888408";"61248154";"DE73612481549485888408";"PWPSDEWMD6N";"Urszula Rosemann MBA.";" ";" ";"2021-01-20";"Imped";543;"EUR";15209.14;"EUR";"US";"edit ";"am vi";"ae of";"icia.";"Sequi";"nostr";"50";67849370227;"KA";"P";878716970;"Urszula Rosemann MBA.";"Urszula Rosemann MBA.";" ";"Urszula Rosemann MBA.";" ";" ";" "
"68199";"05321771536";"2021-01-21";"62";12345678;-3242.71;"9686134056";"89638077";"DE06896380779686134056";"VGWDDETA";"Sibilla Heinz B.Sc.";" ";" ";"2021-01-21";"Liber";798;"USD";-3242.71;"USD";"US";"ero i";"te di";"nissi";"os qu";"s lab";"rum q";"37";93915588163;"KA";"P";878716970;"Sibilla Heinz B.Sc.";"Sibilla Heinz B.Sc.";" ";"Sibilla Heinz B.Sc.";" ";" ";" "
"68199";"05321771536";"2021-01-22";"3";12345678;16727.28;"7331183966";"28589840";"DE12285898407331183966";"ZGSVDEC7";"Dominik Naser";" ";" ";"2021-01-22";"Ullam";366;"EUR";16727.28;"EUR";"US";"am co";"poris";"accus";"mus n";"hil. ";"psam ";"34";39736767332;"KA";"Z";878716970;"Dominik Naser";"Dominik Naser";" ";"Dominik Naser";" ";" ";" "
"31642";"59474546445";"2021-01-18";"65";12345678;-8423.73;"8499104399";"11172959";"DE95111729598499104399";"YACNDEG3";"Hakan Fischer";" ";" ";"2021-01-18";"Volup";716;"USD";-8423.73;"USD";"US";"uptat";"m err";"r cup";"ditat";". Mag";"am vo";"20";10819376593;"US";"3";878716970;"Hakan Fischer";"Hakan Fischer";" ";"Hakan Fischer";" ";" ";" "
"31642";"59474546445";"2021-01-18";"2";12345678;-11902.33;"8829611327";"41227400";"DE13412274008829611327";"YPHGDEMB";"Imelda Möchlichen";" ";" ";"2021-01-18";"Ad sa";189;"EUR";-11902.33;"EUR";"LR";"sapie";"te do";"oremq";"e a e";"ceptu";"i cul";"8";33551114752;"OS";"1";878716970;"Imelda Möchlichen";"Imelda Möchlichen";" ";"Imelda Möchlichen";" ";" ";" "
"31642";"59474546445";"2021-01-19";"62";12345678;-11066.78;"7661508481";"74781017";"DE62747810177661508481";"BJZFDEABCT6";"Heinz-Wilhelm Gierschner B.Sc.";" ";" ";"2021-01-19";"Sed d";362;"EUR";-11066.78;"EUR";"US";" dolo";"ibus ";"llam ";"usto ";"epreh";"nderi";"37";36295300812;"OS";"9";878716970;"Heinz-Wilhelm Gierschner B.Sc.";"Heinz-Wilhelm Gierschner B.Sc.";" ";"Heinz-Wilhelm Gierschner B.Sc.";" ";" ";" "
"31642";"59474546445";"2021-01-19";"32";12345678;-768.48;"9555310057";"10050000";"DE89100500009555310057";"QBBHDECBGBJ";"Beatrice Berger";" ";" ";"2021-01-19";"Aut e";501;"EUR";-768.48;"EUR";"US";" erro";" cons";"quatu";". Cor";"upti ";"empor";"34";42382140939;"KA";"P";878716970;"Beatrice Berger";"Beatrice Berger";" ";"Beatrice Berger";" ";" ";" "
"31642";"59474546445";"2021-01-20";"50";12345678;-5222.71;"0988787091";"49085424";"DE36490854240988787091";"EENKDEWFC6S";"Magdalena Preiß";" ";" ";"2021-01-20";"Dolor";709;"EUR";-5222.71;"EUR";"FM";"oremq";"e qui";"iure ";"ut la";"orios";"m. Ex";"2";28503051405;"OS";"0";878716970;"Magdalena Preiß";"Magdalena Preiß";" ";"Magdalena Preiß";" ";" ";" "
"31642";"59474546445";"2021-01-20";"52";12345678;-1985.45;"6385043627";"04861309";"DE10048613096385043627";"MLUEDEC0";"Dr. Solveig Lübs";" ";" ";"2021-01-20";"Labor";103;"EUR";-1985.45;"EUR";"US";"ore a";"et ab";"repre";"ender";"t et ";"spern";"67";22385724447;"US";"0";878716970;"Dr. Solveig Lübs";"Dr. Solveig Lübs";" ";"Dr. Solveig Lübs";" ";" ";" "
"31642";"59474546445";"2021-01-21";"5";12345678;-1988.23;"9555310057";"10050000";"DE89100500009555310057";"UUUSDEYN";"Miroslaw Gierschner";" ";" ";"2021-01-21";"Volup";867;"EUR";-1988.23;"EUR";"US";"uptas";"corpo";"is ma";"ni te";"etur ";"ollit";"31";30429449801;"US";"0";878716970;"Miroslaw Gierschner";"Miroslaw Gierschner";" ";"Miroslaw Gierschner";" ";" ";" "
"31642";"59474546445";"2021-01-21";"19";12345678;-1193.7;"9256719067";"01799959";"DE30017999599256719067";"WRDTDEA8";"Kemal Wilms B.A.";" ";" ";"2021-01-21";"Lauda";795;"EUR";-1193.7;"EUR";"GW";"danti";"m sap";"ente ";"llam ";"ssume";"da it";"88";94948149476;"KA";"Z";878716970;"Kemal Wilms B.A.";"Kemal Wilms B.A.";" ";"Kemal Wilms B.A.";" ";" ";" "
"31642";"59474546445";"2021-01-22";"65";12345678;7856.7;"2953600410";"85018972";"DE42850189722953600410";"DQURDE4UXGP";"Heinz-Günther Käster";" ";" ";"2021-01-22";"Quis ";714;"EUR";7856.7;"EUR";"US";"s sus";"ipit ";"t. Ad";"disti";"ctio ";"abori";"87";31049289617;"US";"0";878716970;"Heinz-Günther Käster";"Heinz-Günther Käster";" ";"Heinz-Günther Käster";" ";" ";" "
"31642";"59474546445";"2021-01-22";"52";12345678;10033.17;"9555310057";"10050000";"DE89100500009555310057";"WIODDEMC4KI";"Denise Wilmsen B.A.";" ";" ";"2021-01-22";"Nostr";38;"EUR";10033.17;"EUR";"US";"trum ";"olupt";"tum s";"scipi";" nisi";" Inci";"78";24825103574;"KA";"Z";878716970;"Denise Wilmsen B.A.";"Denise Wilmsen B.A.";" ";"Denise Wilmsen B.A.";" ";" ";" "
"70737";"48016569244";"2021-01-18";"61";12345678;-122.11;"9555310057";"10050000";"DE89100500009555310057";"FANRDE9C7D8";"Edelbert Schuchhardt";" ";" ";"2021-01-18";"Odit ";397;"EUR";-122.11;"EUR";"US";"t bla";"ditii";" nobi";" aper";"am au";"em. S";"57";20598468728;"OS";"9";3408946363;"Edelbert Schuchhardt";"Edelbert Schuchhardt";" ";"Edelbert Schuchhardt";" ";" ";" "
"70737";"48016569244";"2021-01-18";"53";12345678;8228.3;"9555310057";"10050000";"DE89100500009555310057";"XOKCDEMD";"Fanny Karz";" ";" ";"2021-01-18";"Quasi";790;"EUR";8228.3;"EUR";"LY";"si ex";"eptur";" ex u";"de nu";"quam ";"os re";"14";67397839138;"OS";"3";3408946363;"Fanny Karz";"Fanny Karz";" ";"Fanny Karz";" ";" ";" "
"70737";"48016569244";"2021-01-19";"2";12345678;-13169.12;"6972944009";"38687092";"DE16386870926972944009";"MQNYDEHN";"Madeleine Mälzer";" ";" ";"2021-01-19";"Sint ";263;"GBP";-13169.12;"GBP";"US";"t mol";"stias";"disti";"ctio ";"xpedi";"a.";"66";95160306996;"OS";"1";3408946363;"Madeleine Mälzer";"Madeleine Mälzer";" ";"Madeleine Mälzer";" ";" ";" "
"70737";"48016569244";"2021-01-19";"52";12345678;3247.22;"4912607670";"87730400";"DE12877304004912607670";"NRGUDE8EW37";"Aloys Schäfer-Klotz";" ";" ";"2021-01-19";"Ad in";823;"EUR";3247.22;"EUR";"US";"in vo";"uptat";"m err";"r rep";"ehend";"rit. ";"37";55497944153;"OS";"0";3408946363;"Aloys Schäfer-Klotz";"Aloys Schäfer-Klotz";" ";"Aloys Schäfer-Klotz";" ";" ";" "
"70737";"48016569244";"2021-01-20";"52";12345678;7722.85;"9555310057";"10050000";"DE89100500009555310057";"WRQODE00";"Dr. Steffen Hande B.Eng.";" ";" ";"2021-01-20";"Odio ";223;"EUR";7722.85;"EUR";"US";"o qua";" elig";"ndi a";" beat";"e rep";"diand";"54";37991559856;"OS";"9";3408946363;"Dr. Steffen Hande B.Eng.";"Dr. Steffen Hande B.Eng.";" ";"Dr. Steffen Hande B.Eng.";" ";" ";" "
"70737";"48016569244";"2021-01-20";"1";12345678;-4396.51;"5382466579";"39724433";"DE91397244335382466579";"SNNGDE06";"Eduard Scholz";" ";" ";"2021-01-20";"Neces";404;"EUR";-4396.51;"EUR";"US";"essit";"tibus";"quibu";"dam v";"ritat";"s qua";"75";52561809770;"US";"1";3408946363;"Eduard Scholz";"Eduard Scholz";" ";"Eduard Scholz";" ";" ";" "
"70737";"48016569244";"2021-01-21";"62";12345678;3901.02;"7381288271";"08213737";"DE86082137377381288271";"KTRUDEM6HIK";"Pietro Nohlmans";" ";" ";"2021-01-21";"Dolor";606;"USD";3901.02;"USD";"US";"oribu";" vero";"quae ";"onsec";"etur ";"umqua";"28";87664937526;"OS";"1";3408946363;"Pietro Nohlmans";"Pietro Nohlmans";" ";"Pietro Nohlmans";" ";" ";" "
"70737";"48016569244";"2021-01-21";"6";12345678;4720.94;"6645802985";"74799143";"DE31747991436645802985";"EUWFDE1023C";"Univ.Prof. Martin Barth";" ";" ";"2021-01-21";"Perfe";466;"EUR";4720.94;"EUR";"US";"feren";"is iu";"to a ";"uaera";". Ill";"m err";"58";59827763573;"US";"0";3408946363;"Univ.Prof. Martin Barth";"Univ.Prof. Martin Barth";" ";"Univ.Prof. Martin Barth";" ";" ";" "
"70737";"48016569244";"2021-01-22";"32";12345678;862.04;"4566020002";"97343021";"DE64973430214566020002";"ZYKSDE7I";"Eugenia Bien";" ";" ";"2021-01-22";"Quibu";454;"EUR";862.04;"EUR";"US";"busda";" pers";"iciat";"s exe";"citat";"onem ";"85";17560412494;"US";"2";3408946363;"Eugenia Bien";"Eugenia Bien";" ";"Eugenia Bien";" ";" ";" "
"70737";"48016569244";"2021-01-22";"1";12345678;-1968.67;"9555310057";"10050000";"DE89100500009555310057";"AWHKDEHEAE9";"Dipl.-Ing. Veronica Schacht";" ";" ";"2021-01-22";"Bland";876;"EUR";-1968.67;"EUR";"US";"nditi";"s seq";"i cor";"upti ";" volu";"tates";"47";94335611422;"KA";"G";3408946363;"Dipl.-Ing. Veronica Schacht";"Dipl.-Ing. Veronica Schacht";" ";"Dipl.-Ing. Veronica Schacht";" ";" ";" "
"20806";"63648469457";"2021-01-18";"19";12345678;4873.3;"9555310057";"10050000";"DE89100500009555310057";"YUDTDE8C";"Prof. Teresa Sontag";" ";" ";"2021-01-18";"Repel";51;"EUR";4873.3;"EUR";"US";"ellat";"corru";"ti li";"ero a";"chite";"to. R";"49";23164072293;"OS";"0";5573696046;"Prof. Teresa Sontag";"Prof. Teresa Sontag";" ";"Prof. Teresa Sontag";" ";" ";" "
